7963 CC12NC(Cc3ccccc31)c1ccccc12 | 6-phospho-1-fructokinase
2160270 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCC(C)(C)O)cc4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2160351 COc1ccnc(NC(=O)Nc2ccc(-c3nc(N4CC5CCC(C4)O5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2)c1 | Serine/threonine-protein kinase mTOR
2160352 CN1CCCC2CN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC21 | Tyrosine-protein kinase JAK1
2160427 CC(C)(O)c1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21 | PI3-kinase p110-alpha/p85-alpha
2160590 CCNC(=O)Nc1ccc(CCN2c3nc(N4C[C@@H]5C[C@H]4CO5)cc(=O)n3CCC2C(F)(F)F)cc1 | PI3-kinase p110-alpha/p85-alpha
2160698 CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccncn4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2161066 CN1Cc2c(C3=CC4CNCC4C3)[nH]c3nccc(c23)-c2cc(F)ccc21 | Cyclin-dependent kinase 9
2161128 CCNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21 | PI3-kinase p110-alpha/p85-alpha
2161140 Cc1cc(NC(=O)Nc2ccc(-c3nc(N4CC5CCC(C4)O5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2F)ccn1 | Serine/threonine-protein kinase mTOR
2161191 Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3C[C@@H]4C[C@H]3CN4C)c2)nn1 | Serine/threonine-protein kinase B-raf
2161318 O=C(Nc1cn(CC(=O)N2C[C@@H]3CN(CCCOC(=O)C4CCC4)C[C@@H]3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12 | Tyrosine-protein kinase JAK1
2161343 COCCNC1CCCc2c(ccc(Nc3ncc(Cl)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c2OC)C1 | ALK tyrosine kinase receptor
2161367 COc1ccc2[nH]nc(-c3cc(N4CC5CCC(C4)O5)ncn3)c2c1 | Leucine-rich repeat serine/threonine-protein kinase 2
2161371 O=C(O)c1cccc(-c2cc(Nc3cccc(N4CC5CC5C4)n3)c3nccn3n2)c1 | Tyrosine-protein kinase SYK
2161398 O=c1cc(N2C[C@@H]3C[C@H]2CO3)nc2n1CCC(C(F)(F)F)N2CC(O)(C(F)(F)F)C(F)(F)F | PI3-kinase p110-alpha/p85-alpha
2161399 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NCC(C)(C)O)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2161400 O=C(Nc1cn(CC(=O)N2C[C@@H]3CN(CC4CCC4)C[C@@H]3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12 | Tyrosine-protein kinase JAK1
2161505 CNc1nc2ccc(C#N)cc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21 | PI3-kinase p110-alpha/p85-alpha
2161545 Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CC3CC(C2)O3)c(=O)n(C)c1 | Serine/threonine-protein kinase B-raf
2161709 N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CC3CCC(C2)N3C(=O)c2ccc(Cl)c(F)c2)C1 | Tyrosine-protein kinase JAK1
2161729 Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2F)cn1 | Serine/threonine-protein kinase mTOR
2161764 O=CN1CCC(CCN2c3nc(N4C[C@@H]5C[C@H]4CO5)cc(=O)n3CCC2C(F)(F)F)CC1 | PI3-kinase p110-alpha/p85-alpha
2161919 CN(CCO)c1ccc(C(=O)CN2c3nc(N4C[C@@H]5C[C@H]4CO5)cc(=O)n3CC[C@H]2C(F)(F)F)cn1 | PI3-kinase p110-alpha/p85-alpha
2162056 C[C@@H]1OC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C6CC6)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12 | Tyrosine-protein kinase BTK
2162373 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccccn4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2162427 Nc1nccn2c([C@H]3CC[C@H]4COC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12 | Tyrosine-protein kinase BTK
2162730 C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CC4CC4C3)cn2)cs1)C(F)(F)F | Serine/threonine-protein kinase AKT
2162953 O=C(CN1c2nc(N3CC4CCC(C3)O4)cc(=O)n2CC[C@H]1C(F)(F)F)c1ccccn1 | PI3-kinase p110-alpha/p85-alpha
2163033 Cn1cc(-c2cc3c(-c4cc(N5CCN6C(=O)OCC6C5)ncn4)n[nH]c3cc2F)cn1 | Leucine-rich repeat serine/threonine-protein kinase 2
2163311 CN(C)C(=O)CN1CC2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC2C1 | Cyclin-dependent kinase 9
2163503 O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(O)cc4[nH]3)ccnc2N1 | Serine/threonine-protein kinase B-raf
2163642 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OC5CCN(C)CC5)nc4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2163916 CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(CCOC)CC(C)(C)O3)cc1F | Serine/threonine-protein kinase mTOR
2163973 O=C(CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F)c1ccc(OCCF)c(F)c1 | PI3-kinase p110-alpha/p85-alpha
2164073 Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1C12CCC(N)C(CC1)O2 | Serine/threonine-protein kinase PIM1
2164200 O=C(CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F)c1ccc(OC(F)F)nc1 | PI3-kinase p110-alpha/p85-alpha
2164238 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccnc(N5CCC(F)(F)CC5)c4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2164433 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NC(C)(C)CO)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2164474 Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CC3CCC(C2)O3)nc(N2CCOCC2)n1 | Serine/threonine-protein kinase B-raf
2164685 O=c1cc(N2C[C@@H]3C[C@H]2CO3)nc2n1CC[C@@H](C(F)(F)F)N2CCc1ccc(OCCN2CCOCC2)cc1 | PI3-kinase p110-alpha/p85-alpha
2164687 Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2)nc1 | Serine/threonine-protein kinase mTOR
2164772 O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccccc4[nH]3)ccnc2N1 | Serine/threonine-protein kinase B-raf
2164881 C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N([C@H]1[C@H]3C[C@@H]1N(S(C)(=O)=O)C3)CC2 | PI3-kinase p110-alpha/p85-alpha
2165153 Cn1cncc1C(=O)CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F | PI3-kinase p110-alpha/p85-alpha
2165159 CC(=O)N1CCC(CCN2c3nc(N4C[C@@H]5C[C@H]4CO5)cc(=O)n3CC[C@H]2C(F)(F)F)CC1 | PI3-kinase p110-alpha/p85-alpha
2165357 Cc1cc2c(-c3nc4c(c(C5(S(C)(=O)=O)CCC5)n3)OC[C@@H]3COCCN43)cccc2[nH]1 | PI3-kinase p110-alpha/p85-alpha
2165359 Nc1ncc([C@H]2C[C@H]3COC(=O)N3C2)cc1-c1ccc(C(=O)N[C@H](CO)c2cccc(Cl)c2)c(F)c1 | MAP kinase ERK2
2165577 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccnc(OC)n4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2165694 CN1CCC(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)(S(C)(=O)=O)CC1 | PI3-kinase p110-alpha/p85-alpha
2165763 O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4cc(Cl)c(C(F)(F)F)cc4[nH]3)ccnc2N1 | Serine/threonine-protein kinase B-raf
2165761 NC(=O)c1c(-c2ccccc2)c(C2CC2)n2c1CN(C(=O)NCC13CC4CC(CC(C4)C1)C3)CC2 | Casein kinase I epsilon
2165995 Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(S(C)(=O)=O)CC2C1 | Tyrosine-protein kinase JAK1
2166022 CC(=O)N1CCC(CN2C[C@H]3CN(C(=O)Cn4cc(NC(=O)c5cnn6cccnc56)c(-c5cc(Cl)ccc5OC(F)F)n4)C[C@H]3C2)CC1 | Tyrosine-protein kinase JAK1
2166623 Cc1cnc([C@@](C)(O)C#Cc2ccc3c(c2)-c2nc(C(N)=O)cn2C2CC3C2)o1 | Mitogen-activated protein kinase kinase kinase 14
2166814 CNc1nc2ccc(Cl)cc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21 | PI3-kinase p110-alpha/p85-alpha
2166918 O=C(Nc1cn(CC(=O)N2C[C@@H]3CN(CC4CCC(F)(F)CC4)C[C@@H]3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12 | Tyrosine-protein kinase JAK1
2167152 CC(C)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@H](C)N)CSCc2cc3cc(c2)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSC3)NC(=O)[C@H](CC(=O)O)NC1=O | Urokinase-type plasminogen activator
2167244 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cnccn4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2167462 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(Nc4nnc(C)[nH]4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2167716 CC(O)(c1ncc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)s1)C1CC2C(C1)C2C(=O)O | Tyrosine-protein kinase SYK
2167832 O=C(CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F)c1ccc(OCCF)nc1 | PI3-kinase p110-alpha/p85-alpha
2167843 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(F)c(OC)c4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2167926 C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N([C@]13C[C@H]1CN(C(=O)OC(C)(C)C)C3)CC2 | PI3-kinase p110-alpha/p85-alpha
2167934 CS(=O)(=O)C1(c2nc(-c3ccc(F)c4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1 | PI3-kinase p110-alpha/p85-alpha
2168242 CC(C)(C)C(=O)CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC1(C)C(F)(F)F | PI3-kinase p110-alpha/p85-alpha
2168265 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cncc(OC)n4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2168446 Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CC6CCC(C5)O6)ncn4)c3c2)cn1 | Leucine-rich repeat serine/threonine-protein kinase 2
2168549 CN1Cc2c(C3=C[C@H]4CC[C@@H](C3)N4CC(=O)N3CCC[C@H]3CO)[nH]c3nccc(c23)-c2cc(F)ccc21 | Cyclin-dependent kinase 9
2168637 O=C(Nc1cn(CC(=O)N2C[C@H]3CN(C(=O)OCCCO)C[C@H]3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12 | Tyrosine-protein kinase JAK1
2168676 CN(CCO)C(=O)CN1CC2C=C(c3[nH]c4nccc5c4c3CN(C)c3ccc(F)cc3-5)CC2C1 | Cyclin-dependent kinase 9
2168767 CC1(C)CCCC2(C)c3c(oc4c(B(O)O)c(O)c(O)cc34)CCC12 | PI3-kinase p110-alpha subunit
2168946 Cn1ccc(NC(=O)Nc2ccc(-c3nc(N4CC5CCC(C4)O5)nc4c3C(=O)N(C3CCOCC3)CC(C)(C)O4)cc2)n1 | Serine/threonine-protein kinase mTOR
2169025 O=C1CCc2c(Oc3ccc4c(c3)C3C(C4)C3c3nc4ccccc4s3)ccnc2N1 | Serine/threonine-protein kinase B-raf
2169265 C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N([C@H]1[C@@H]3CNC[C@@H]31)CC2 | PI3-kinase p110-alpha/p85-alpha
2169318 Cc1ncsc1CCN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F | PI3-kinase p110-alpha/p85-alpha
2169725 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4F)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2169845 CCN1CC2CN(C(=O)Cn3cc(NC(=O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2C1 | Tyrosine-protein kinase JAK1
2170440 O=C(CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CCC1C(F)(F)F)c1ccccn1 | PI3-kinase p110-alpha/p85-alpha
2170579 COc1ccc2nc(C3C4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5C43)[nH]c2c1 | Serine/threonine-protein kinase B-raf
2170764 O=C(Nc1cn(CC(=O)N2C[C@@H]3CN(CCCN4CCOC4=O)C[C@@H]3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12 | Tyrosine-protein kinase JAK1
2170889 CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(CCOC)CC(C)(C)O3)cc1 | Serine/threonine-protein kinase mTOR
2171100 Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC(F)(F)F)CC4C3)n2)cn1 | Tyrosine-protein kinase JAK1
2171145 O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4cc(Cl)c(Cl)cc4[nH]3)ccnc2N1 | Serine/threonine-protein kinase B-raf
2171331 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)cn4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2171565 O=C(CN1c2nc(N3CC4CCC(C3)O4)cc(=O)n2CC[C@H]1C(F)(F)F)c1cccnc1 | PI3-kinase p110-alpha/p85-alpha
2171861 CNc1nc2cc(F)ccc2n1-c1nc2c(c(C3(S(C)(=O)=O)CCC3)n1)OC[C@@H]1COCCN21 | PI3-kinase p110-alpha/p85-alpha
2171954 C=CC(=O)N1CCC2C(CNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)C1 | Tyrosine-protein kinase BTK
2172417 CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)nc3c2C(=O)N(C)CC(C)(C)O3)cc1 | Serine/threonine-protein kinase mTOR
2172922 CCN1CC(C)(C)Oc2nc(N3CC4CC35CC5O4)nc(-c3ccc(NC(=O)Nc4cc(C)nc(C)c4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2172927 Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1C12CCC(O)C(CC1)O2 | Serine/threonine-protein kinase PIM1
2172994 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cccnc4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2173119 O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCN3C(=O)OCC3C2)cn1 | Serine/threonine-protein kinase AKT
2173150 Nc1nn2cccnc2c1C(=O)Nc1cn(CC(=O)N2C[C@@H]3CN(CC4CCC(F)(F)CC4)C[C@@H]3C2)nc1-c1cc(Cl)ccc1OC(F)F | Tyrosine-protein kinase JAK1
2173151 Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(c3ccc(C#N)cn3)CC2C1 | Tyrosine-protein kinase JAK1
2173196 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CC6CCC(C5)O6)cn4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2173791 Nc1nccn2c([C@H]3CC[C@H]4CC(O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12 | Tyrosine-protein kinase BTK
2174077 O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCN3CCCC3C2)cn1 | Serine/threonine-protein kinase AKT
2174622 CN1Cc2c(C3=CC4CCCC(C3)N4CC(=O)O)[nH]c3nccc(c23)-c2cc(F)ccc21 | Cyclin-dependent kinase 9
2175091 COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC4CCC(C3)N4S(C)(=O)=O)cc12 | Cyclin-dependent kinase 9
2175382 CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)OCCO)cc3F)c2C1=O | Serine/threonine-protein kinase mTOR
2175538 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN5CCCCC5)cc4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2175590 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cnc(OC)nc4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2175630 CNC(=O)N1[C@H]2CC[C@@H]1C=C(c1[nH]c3nccc4c3c1CN(C)c1ccc(F)cc1-4)C2 | Cyclin-dependent kinase 9
2176225 COc1cc(N2CCN3CCCC3C2)ccc1Nc1nc(Cc2c(Cl)cccc2Cl)c2nc[nH]c2c1C(N)=O | ALK tyrosine kinase receptor
2176388 Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCN6C(=O)OCC6C5)ncn4)c3c2)cn1 | Leucine-rich repeat serine/threonine-protein kinase 2
2176533 CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(CCCO)CC(C)(C)O3)cc1 | Serine/threonine-protein kinase mTOR
2176675 FC(F)(F)c1ccc2nc(C3C4Oc5ccc(Oc6ccnc(-c7nc(C(F)(F)F)c[nH]7)c6)cc5C43)[nH]c2c1 | Serine/threonine-protein kinase B-raf
2176842 COc1ccc(-c2c(C(N)=O)c3n(c2C2CC2)CCN(C(=O)NCC24CC5CC(CC2C5)C4)C3)cc1 | Casein kinase I epsilon
2176933 Cc1n[nH]c(C)c1CCN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F | PI3-kinase p110-alpha/p85-alpha
2177107 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NC4CC4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2177397 CN(C)c1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21 | PI3-kinase p110-alpha/p85-alpha
2177670 CN(C)C(=O)N1CCC(CN2C[C@H]3CN(C(=O)Cn4cc(NC(=O)c5cnn6cccnc56)c(-c5cc(Cl)ccc5OC(F)F)n4)C[C@H]3C2)CC1 | Tyrosine-protein kinase JAK1
2177725 CC(C)Oc1cc2c(-c3cc(N4C5CCC4COC5)ncn3)n[nH]c2cc1F | Leucine-rich repeat serine/threonine-protein kinase 2
2177902 CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1 | PI3-kinase p110-alpha/p85-alpha
2178108 C[C@@H]1OC(=N)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@@H]12 | Tyrosine-protein kinase BTK
2178137 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NCC4CCCO4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2178419 O=C(CN1c2nc(N3C4CCC3COC4)cc(=O)n2CC[C@H]1C(F)(F)F)c1cccnc1 | PI3-kinase p110-alpha/p85-alpha
2178505 CCCNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21 | PI3-kinase p110-alpha/p85-alpha
2178675 CN1Cc2c(C3=CC4CCCC(C3)N4CC(=O)N3CCC[C@H]3CO)[nH]c3nccc(c23)-c2cc(F)ccc21 | Cyclin-dependent kinase 9
2178685 Cc1ccncc1C(=O)CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CC[C@H]1C(F)(F)F | PI3-kinase p110-alpha/p85-alpha
2178690 CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccc(N5CC6CCC(C5)O6)nc4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2178736 COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CC4CCC(C3)N4CC(=O)N(C)C)cc12 | Cyclin-dependent kinase 9
2178786 O=c1cc(N2C[C@@H]3C[C@H]2CO3)nc2n1CC[C@@H](C(F)(F)F)N2CC1(O)CCCC1 | PI3-kinase p110-alpha/p85-alpha
2178884 COCCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OC)nc4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2179157 CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)nc3c2C(=O)N(C)CC(C)(C)O3)cc1F | Serine/threonine-protein kinase mTOR
2179278 CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccc(N5C[C@@H]6C[C@H]5CO6)nc4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2179398 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccon4)c(C)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2179494 CON(C)C(=O)CN1c2nc(N3C[C@@H]4C[C@H]3CO4)cc(=O)n2CCC1C(F)(F)F | PI3-kinase p110-alpha/p85-alpha
2179619 Cc1cc2[nH]c(C3C4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5C43)nc2cc1F | Serine/threonine-protein kinase B-raf
2179707 CC(=O)N1CCC(C(=O)CN2c3nc(N4C[C@@H]5C[C@H]4CO5)cc(=O)n3CC[C@H]2C(F)(F)F)CC1 | PI3-kinase p110-alpha/p85-alpha
2179777 O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc(-c4ccccc4)c[nH]3)ccnc2N1 | Serine/threonine-protein kinase B-raf
2179844 N/C(=N\O)C1(C(=O)Nc2ccc(CCCCCCCOCC34CC5CC(CC(C5)C3)C4)cc2)CC1 | Sphingosine kinase 1
2179883 CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5(C)C)nc4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2179998 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cccc(OC(F)F)c4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2180108 N#Cc1cc(-c2ccnc(Nc3cnn(CCO)c3)n2)cnc1N1C2CCC1COC2 | Inhibitor of nuclear factor kappa B kinase epsilon subunit
2180116 CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cnc(OC)cn4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2180204 CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccncc4)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2180265 CCN1CC(C)(C)Oc2nc(N3C[C@@H]4C[C@H]3CO4)nc(-c3ccc(NC(=O)NC)c(F)c3)c2C1=O | Serine/threonine-protein kinase mTOR
2180280 CN1C[C@@H]2C[C@H]1CN2CCOc1ccc2c(n1)sc1nc(-c3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)cn12 | Tyrosine-protein kinase receptor FLT3
2180560 Cc1c(Nc2ncc(Cl)c(NC3CC4CN(C(=O)CC#N)CC4C3)n2)cnn1C | Tyrosine-protein kinase JAK1
2180641 CS(=O)(=O)C1(c2nc(-c3cc(C(F)(F)F)cc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1 | PI3-kinase p110-alpha/p85-alpha
2181043 O=C(Nc1cn(CC(=O)N2C[C@@H]3CN(CC4CCCCC4)C[C@@H]3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12 | Tyrosine-protein kinase JAK1
2181122 Cn1nc(C2CC2)cc1Nc1ncc(Cl)c(NC2CC3CN(C(=O)CC#N)CC3C2)n1 | Tyrosine-protein kinase JAK1
2181219 CN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccccn4)cc3)c2C1=O | Serine/threonine-protein kinase mTOR
2182018 O=C(CN1c2nc(N3CC4CCC(C3)O4)cc(=O)n2CC[C@H]1C(F)(F)F)c1ccccc1 | PI3-kinase p110-alpha/p85-alpha
2182178 COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC[C@H](N1CCN(CCO)CC1)C2 | ALK tyrosine kinase receptor
2182760 CNc1nc2cc(F)ccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21 | PI3-kinase p110-alpha/p85-alpha
